cod,mpio_name,Municipio,UA_CLASE,U_SECT_RUR,U_SECC_RUR,UA2_CPOB,U_SECT_URB,U_SECC_URB,U_MZA,Material Pared,Material Piso,Tipo Vivienda,No. edificaciones,TPER,THOG,THOM,TMUJ,T00,T05,T10,T15,T20,T25,T30,T35,T40,T45,T50,T55,T60,T65,T70,T75,T80,T85,T90,T95,T100,ADO|EU/LWAL+DNO/H:1,"ADO|EU/LWAL+DNO/H:1,2",CR+PC/LWAL+DUL/H:1,"CR+PC/LWAL+DUL/H:1,2",CR/LINF+DNO/H:3,CR/LINF+DNO/H:4,CR/LINF+DNO/H:5,"CR/LINF+DNO/H:6,10",CR/LINF+DUL/H:3,CR/LINF+DUL/H:4,CR/LINF+DUL/H:5,"CR/LINF+DUL/H:6,10",CR/LWAL+DUL/H:1,CR/LWAL+DUL/H:2,MATO/LN,MCF/LWAL+DNO/H:1,MCF/LWAL+DNO/H:2,MCF/LWAL+DNO/H:3,MCF/LWAL+DUL/H:1,MCF/LWAL+DUL/H:2,MCF/LWAL+DUL/H:3,MR/LWAL+DUL/H:2,MR/LWAL+DUL/H:3,MR/LWAL+DUL/H:4,MR/LWAL+DUL/H:5,MR/LWAL+DUL/H:6,MUR+ST/LWAL+DNO/H:1,MUR+ST/LWAL+DNO/H:2,MUR/LWAL+DNO/H:1,MUR/LWAL+DNO/H:2,MUR/LWAL+DNO/H:3,UNK,W+WO/LN+DNO/H:1,"W+WO/LN+DNO/H:1,2"
68745,Simacota,745,1,0,0,0,2,2,6,"Bloque, ladrillo, piedra, madera pulida","Cemento, gravilla",Casa,1,5,1,1,4,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
68745,Simacota,745,1,0,0,0,2,2,6,"Tapia pisada, bahareque, adobe","Baldosa, vinilo, tableta, ladrillo, laminado",No aplica,1,4,1,2,2,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68745,Simacota,745,1,0,0,0,2,2,6,"Tapia pisada, bahareque, adobe","Cemento, gravilla",No aplica,3,13,3,3,10,0,3,2,2,0,0,2,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68745,Simacota,745,1,0,0,0,2,2,8,"Bloque, ladrillo, piedra, madera pulida","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,8,33,11,18,15,1,1,3,2,5,0,1,3,3,1,3,2,2,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0
68745,Simacota,745,1,0,0,0,2,2,8,"Bloque, ladrillo, piedra, madera pulida","Cemento, gravilla",Casa,4,18,4,11,7,2,3,1,0,1,3,1,1,0,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
68745,Simacota,745,1,0,0,0,2,2,8,Sin informacion,Sin informacion,No aplica,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
68745,Simacota,745,1,0,0,0,2,2,8,"Tapia pisada, bahareque, adobe","Baldosa, vinilo, tableta, ladrillo, laminado",No aplica,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68745,Simacota,745,1,0,0,0,2,2,10,Sin informacion,Sin informacion,No aplica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
68745,Simacota,745,1,0,0,0,2,3,1,"Bloque, ladrillo, piedra, madera pulida","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,4,14,5,6,8,0,2,0,1,1,1,0,2,0,2,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
68745,Simacota,745,1,0,0,0,2,3,1,"Bloque, ladrillo, piedra, madera pulida","Cemento, gravilla",Casa,4,18,5,9,9,1,0,0,3,4,2,0,0,1,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
68745,Simacota,745,1,0,0,0,2,3,5,"Tapia pisada, bahareque, adobe","Baldosa, vinilo, tableta, ladrillo, laminado",No aplica,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68745,Simacota,745,1,0,0,0,2,3,5,"Tapia pisada, bahareque, adobe","Cemento, gravilla",No aplica,3,7,4,4,3,0,1,0,0,0,1,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68745,Simacota,745,1,0,0,0,2,3,5,"Tapia pisada, bahareque, adobe","Tierra, arena, barro",No aplica,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68745,Simacota,745,1,0,0,0,2,3,7,Sin informacion,Sin informacion,No aplica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
