COD,Departamento,Departamento_name,Municipio_name
15507,15,Boyacá,Otanche
15511,15,Boyacá,Pachavita
15514,15,Boyacá,Páez
15516,15,Boyacá,Paipa
15518,15,Boyacá,Pajarito
15522,15,Boyacá,Panqueba
15531,15,Boyacá,Pauna
15533,15,Boyacá,Paya
15537,15,Boyacá,Paz de Río
15542,15,Boyacá,Pesca
15550,15,Boyacá,Pisba
15572,15,Boyacá,Puerto Boyacá
15580,15,Boyacá,Quípama
15599,15,Boyacá,Ramiriquí
15600,15,Boyacá,Ráquira
15621,15,Boyacá,Rondón
15632,15,Boyacá,Saboyá
15638,15,Boyacá,Sáchica
15646,15,Boyacá,Samacá
15660,15,Boyacá,San Eduardo
15664,15,Boyacá,San José de Pare
15667,15,Boyacá,San Luis de Gaceno
15673,15,Boyacá,San Mateo
15676,15,Boyacá,San Miguel de Sema
15681,15,Boyacá,San Pablo de Borbur
15686,15,Boyacá,Santana
15690,15,Boyacá,Santa María
15693,15,Boyacá,Santa Rosa de Viterbo
15696,15,Boyacá,Santa Sofía
15720,15,Boyacá,Sativanorte
15723,15,Boyacá,Sativasur
15740,15,Boyacá,Siachoque
15753,15,Boyacá,Soatá
15755,15,Boyacá,Socotá
15757,15,Boyacá,Socha
15759,15,Boyacá,Sogamoso
15761,15,Boyacá,Somondoco
15762,15,Boyacá,Sora
15763,15,Boyacá,Sotaquirá
15764,15,Boyacá,Soracá
15774,15,Boyacá,Susacón
15776,15,Boyacá,Sutamarchán
15778,15,Boyacá,Sutatenza
15790,15,Boyacá,Tasco
15798,15,Boyacá,Tenza
15804,15,Boyacá,Tibaná
15806,15,Boyacá,Tibasosa
15808,15,Boyacá,Tinjacá
15810,15,Boyacá,Tipacoque
15814,15,Boyacá,Toca
15816,15,Boyacá,Togüí
15820,15,Boyacá,Tópaga
15822,15,Boyacá,Tota
15832,15,Boyacá,Tununguá
15835,15,Boyacá,Turmequé
15837,15,Boyacá,Tuta
15839,15,Boyacá,Tutazá
15842,15,Boyacá,Umbita
15861,15,Boyacá,Ventaquemada
15879,15,Boyacá,Viracachá
15897,15,Boyacá,Zetaquira
17001,17,Caldas,Manizales
17013,17,Caldas,Aguadas
17042,17,Caldas,Anserma
17050,17,Caldas,Aranzazu
17088,17,Caldas,Belalcázar
17174,17,Caldas,Chinchiná
17272,17,Caldas,Filadelfia
17380,17,Caldas,La Dorada
17388,17,Caldas,La Merced
17433,17,Caldas,Manzanares
17442,17,Caldas,Marmato
17444,17,Caldas,Marquetalia
17446,17,Caldas,Marulanda
17486,17,Caldas,Neira
17495,17,Caldas,Norcasia
17513,17,Caldas,Pácora
17524,17,Caldas,Palestina
17541,17,Caldas,Pensilvania
17614,17,Caldas,Riosucio
17616,17,Caldas,Risaralda
17653,17,Caldas,Salamina
17662,17,Caldas,Samaná
17665,17,Caldas,San José
17777,17,Caldas,Supía
17867,17,Caldas,Victoria
17873,17,Caldas,Villamaría
17877,17,Caldas,Viterbo
18001,18,Caquetá,Florencia
18029,18,Caquetá,Albania
18094,18,Caquetá,Belén de Los Andaquies
18150,18,Caquetá,Cartagena del Chairá
18205,18,Caquetá,Curillo
18247,18,Caquetá,El Doncello
18256,18,Caquetá,El Paujil
18410,18,Caquetá,La Montañita
18460,18,Caquetá,Milán
18479,18,Caquetá,Morelia
18592,18,Caquetá,Puerto Rico
18610,18,Caquetá,San José del Fragua
18753,18,Caquetá,San Vicente del Caguán
18756,18,Caquetá,Solano
18785,18,Caquetá,Solita
18860,18,Caquetá,Valparaíso
19001,19,Cauca,Popayán
19022,19,Cauca,Almaguer
19050,19,Cauca,Argelia
19075,19,Cauca,Balboa
19100,19,Cauca,Bolívar
19110,19,Cauca,Buenos Aires
19130,19,Cauca,Cajibío
19137,19,Cauca,Caldono
19142,19,Cauca,Caloto
19212,19,Cauca,Corinto
19256,19,Cauca,El Tambo
19290,19,Cauca,Florencia
19300,19,Cauca,Guachené 
19318,19,Cauca,Guapi
19355,19,Cauca,Inzá
19364,19,Cauca,Jambaló
19392,19,Cauca,La Sierra
19397,19,Cauca,La Vega
19418,19,Cauca,López
19450,19,Cauca,Mercaderes
19455,19,Cauca,Miranda
19473,19,Cauca,Morales
19513,19,Cauca,Padilla
19517,19,Cauca,Paez
19532,19,Cauca,Patía
19533,19,Cauca,Piamonte
19548,19,Cauca,Piendamó
19573,19,Cauca,Puerto Tejada
19585,19,Cauca,Puracé
19622,19,Cauca,Rosas
19693,19,Cauca,San Sebastián
19698,19,Cauca,Santander de Quilichao
19701,19,Cauca,Santa Rosa
19743,19,Cauca,Silvia
19760,19,Cauca,Sotara
19780,19,Cauca,Suárez
19785,19,Cauca,Sucre
19807,19,Cauca,Timbío
19809,19,Cauca,Timbiquí
19821,19,Cauca,Toribio
19824,19,Cauca,Totoró
19845,19,Cauca,Villa Rica
20001,20,Cesar,Valledupar
20011,20,Cesar,Aguachica
20013,20,Cesar,Agustín Codazzi
20032,20,Cesar,Astrea
20045,20,Cesar,Becerril
20060,20,Cesar,Bosconia
20175,20,Cesar,Chimichagua
20178,20,Cesar,Chiriguaná
20228,20,Cesar,Curumaní
20238,20,Cesar,El Copey
20250,20,Cesar,El Paso
20295,20,Cesar,Gamarra
20310,20,Cesar,González
20383,20,Cesar,La Gloria
20400,20,Cesar,La Jagua de Ibirico
20443,20,Cesar,Manaure
20517,20,Cesar,Pailitas
20550,20,Cesar,Pelaya
20570,20,Cesar,Pueblo Bello
20614,20,Cesar,Río de Oro
20621,20,Cesar,La Paz
20710,20,Cesar,San Alberto
20750,20,Cesar,San Diego
20770,20,Cesar,San Martín
20787,20,Cesar,Tamalameque
23001,23,Córdoba ,Montería
23068,23,Córdoba ,Ayapel
23079,23,Córdoba ,Buenavista
23090,23,Córdoba ,Canalete
23162,23,Córdoba ,Cereté
23168,23,Córdoba ,Chimá
23182,23,Córdoba ,Chinú
23189,23,Córdoba ,Ciénaga de Oro
23300,23,Córdoba ,Cotorra
23350,23,Córdoba ,La Apartada
23417,23,Córdoba ,Lorica
23419,23,Córdoba ,Los Córdobas
23464,23,Córdoba ,Momil
23466,23,Córdoba ,Montelíbano
23500,23,Córdoba ,Moñitos
23555,23,Córdoba ,Planeta Rica
23570,23,Córdoba ,Pueblo Nuevo
23574,23,Córdoba ,Puerto Escondido
23580,23,Córdoba ,Puerto Libertador
23586,23,Córdoba ,Purísima
23660,23,Córdoba ,Sahagún
23670,23,Córdoba ,San Andrés Sotavento
23672,23,Córdoba ,San Antero
23675,23,Córdoba ,San Bernardo del Viento
23678,23,Córdoba ,San Carlos
23682,23,Córdoba ,San José de Uré(1)
23686,23,Córdoba ,San Pelayo
23807,23,Córdoba ,Tierralta
23815,23,Córdoba ,Tuchín
23855,23,Córdoba ,Valencia
25001,25,Cundinamarca,Agua de Dios
25019,25,Cundinamarca,Albán
25035,25,Cundinamarca,Anapoima
25040,25,Cundinamarca,Anolaima
25053,25,Cundinamarca,Arbeláez
25086,25,Cundinamarca,Beltrán
25095,25,Cundinamarca,Bituima
25099,25,Cundinamarca,Bojacá
25120,25,Cundinamarca,Cabrera
25123,25,Cundinamarca,Cachipay
25126,25,Cundinamarca,Cajicá
25148,25,Cundinamarca,Caparrapí
25151,25,Cundinamarca,Caqueza
25154,25,Cundinamarca,Carmen de Carupa
25168,25,Cundinamarca,Chaguaní
25175,25,Cundinamarca,Chía
25178,25,Cundinamarca,Chipaque
25181,25,Cundinamarca,Choachí
25183,25,Cundinamarca,Chocontá
25200,25,Cundinamarca,Cogua
25214,25,Cundinamarca,Cota
25224,25,Cundinamarca,Cucunubá
25245,25,Cundinamarca,El Colegio
25258,25,Cundinamarca,El Peñón
25260,25,Cundinamarca,El Rosal
25269,25,Cundinamarca,Facatativá
25279,25,Cundinamarca,Fomeque
25281,25,Cundinamarca,Fosca
25286,25,Cundinamarca,Funza
25288,25,Cundinamarca,Fúquene
25290,25,Cundinamarca,Fusagasugá
25293,25,Cundinamarca,Gachala
25295,25,Cundinamarca,Gachancipá
25297,25,Cundinamarca,Gachetá
25299,25,Cundinamarca,Gama
25307,25,Cundinamarca,Girardot
25312,25,Cundinamarca,Granada
25317,25,Cundinamarca,Guachetá
25320,25,Cundinamarca,Guaduas
25322,25,Cundinamarca,Guasca
25324,25,Cundinamarca,Guataquí
25326,25,Cundinamarca,Guatavita
25328,25,Cundinamarca,Guayabal de Siquima
25335,25,Cundinamarca,Guayabetal
25339,25,Cundinamarca,Gutiérrez
25368,25,Cundinamarca,Jerusalén
25372,25,Cundinamarca,Junín
25377,25,Cundinamarca,La Calera
25386,25,Cundinamarca,La Mesa
25394,25,Cundinamarca,La Palma
25398,25,Cundinamarca,La Peña
25402,25,Cundinamarca,La Vega
25407,25,Cundinamarca,Lenguazaque
25426,25,Cundinamarca,Macheta
25430,25,Cundinamarca,Madrid
25436,25,Cundinamarca,Manta
25438,25,Cundinamarca,Medina
25473,25,Cundinamarca,Mosquera
25483,25,Cundinamarca,Nariño
25486,25,Cundinamarca,Nemocón
25488,25,Cundinamarca,Nilo
25489,25,Cundinamarca,Nimaima
25491,25,Cundinamarca,Nocaima
25506,25,Cundinamarca,Venecia
25513,25,Cundinamarca,Pacho
25518,25,Cundinamarca,Paime
25524,25,Cundinamarca,Pandi
25530,25,Cundinamarca,Paratebueno
25535,25,Cundinamarca,Pasca
25572,25,Cundinamarca,Puerto Salgar
25580,25,Cundinamarca,Pulí
25592,25,Cundinamarca,Quebradanegra
25594,25,Cundinamarca,Quetame
25596,25,Cundinamarca,Quipile
25599,25,Cundinamarca,Apulo
25612,25,Cundinamarca,Ricaurte
25645,25,Cundinamarca,San Antonio del Tequendama
25649,25,Cundinamarca,San Bernardo
25653,25,Cundinamarca,San Cayetano
25658,25,Cundinamarca,San Francisco
25662,25,Cundinamarca,San Juan de Río Seco
25718,25,Cundinamarca,Sasaima
25736,25,Cundinamarca,Sesquilé
25740,25,Cundinamarca,Sibaté
25743,25,Cundinamarca,Silvania
25745,25,Cundinamarca,Simijaca
25754,25,Cundinamarca,Soacha
25758,25,Cundinamarca,Sopó
25769,25,Cundinamarca,Subachoque
25772,25,Cundinamarca,Suesca
25777,25,Cundinamarca,Supatá
25779,25,Cundinamarca,Susa
25781,25,Cundinamarca,Sutatausa
25785,25,Cundinamarca,Tabio
25793,25,Cundinamarca,Tausa
25797,25,Cundinamarca,Tena
25799,25,Cundinamarca,Tenjo
25805,25,Cundinamarca,Tibacuy
25807,25,Cundinamarca,Tibirita
25815,25,Cundinamarca,Tocaima
25817,25,Cundinamarca,Tocancipá
25823,25,Cundinamarca,Topaipí
25839,25,Cundinamarca,Ubalá
25841,25,Cundinamarca,Ubaque
25843,25,Cundinamarca,Villa de San Diego de Ubate
25845,25,Cundinamarca,Une
25851,25,Cundinamarca,Útica
25862,25,Cundinamarca,Vergara
25867,25,Cundinamarca,Vianí
25871,25,Cundinamarca,Villagómez
25873,25,Cundinamarca,Villapinzón
25875,25,Cundinamarca,Villeta
25878,25,Cundinamarca,Viotá
25885,25,Cundinamarca,Yacopí
25898,25,Cundinamarca,Zipacón
25899,25,Cundinamarca,Zipaquirá
27001,27,Chocó,Quibdó
27006,27,Chocó,Acandí
27025,27,Chocó,Alto Baudo
27050,27,Chocó,Atrato
27073,27,Chocó,Bagadó
27075,27,Chocó,Bahía Solano
27077,27,Chocó,Bajo Baudó
27099,27,Chocó,Bojaya
27135,27,Chocó,El Cantón del San Pablo
27150,27,Chocó,Carmen del Darien
27160,27,Chocó,Cértegui
27205,27,Chocó,Condoto
27245,27,Chocó,El Carmen de Atrato
27250,27,Chocó,El Litoral del San Juan
27361,27,Chocó,Istmina
27372,27,Chocó,Juradó
27413,27,Chocó,Lloró
27425,27,Chocó,Medio Atrato
27430,27,Chocó,Medio Baudó
27450,27,Chocó,Medio San Juan
27491,27,Chocó,Nóvita
27495,27,Chocó,Nuquí
27580,27,Chocó,Río Iro
27600,27,Chocó,Río Quito
27615,27,Chocó,Riosucio
27660,27,Chocó,San José del Palmar
27745,27,Chocó,Sipí
27787,27,Chocó,Tadó
27800,27,Chocó,Unguía
27810,27,Chocó,Unión Panamericana
41001,41,Huila,Neiva
41006,41,Huila,Acevedo
41013,41,Huila,Agrado
41016,41,Huila,Aipe
41020,41,Huila,Algeciras
41026,41,Huila,Altamira
41078,41,Huila,Baraya
41132,41,Huila,Campoalegre
41206,41,Huila,Colombia
41244,41,Huila,Elías
41298,41,Huila,Garzón
41306,41,Huila,Gigante
41319,41,Huila,Guadalupe
41349,41,Huila,Hobo
41357,41,Huila,Iquira
41359,41,Huila,Isnos
41378,41,Huila,La Argentina
41396,41,Huila,La Plata
41483,41,Huila,Nátaga
41503,41,Huila,Oporapa
41518,41,Huila,Paicol
41524,41,Huila,Palermo
41530,41,Huila,Palestina
41548,41,Huila,Pital
41551,41,Huila,Pitalito
41615,41,Huila,Rivera
41660,41,Huila,Saladoblanco
41668,41,Huila,San Agustín
41676,41,Huila,Santa María
41770,41,Huila,Suaza
41791,41,Huila,Tarqui
41797,41,Huila,Tesalia
41799,41,Huila,Tello
41801,41,Huila,Teruel
41807,41,Huila,Timaná
41872,41,Huila,Villavieja
41885,41,Huila,Yaguará
44001,44,La Guajira,Riohacha
44035,44,La Guajira,Albania
44078,44,La Guajira,Barrancas
44090,44,La Guajira,Dibulla
44098,44,La Guajira,Distracción
44110,44,La Guajira,El Molino
44279,44,La Guajira,Fonseca
44378,44,La Guajira,Hatonuevo
44420,44,La Guajira,La Jagua del Pilar
44430,44,La Guajira,Maicao
44560,44,La Guajira,Manaure
44650,44,La Guajira,San Juan del Cesar
44847,44,La Guajira,Uribia
44855,44,La Guajira,Urumita
44874,44,La Guajira,Villanueva
47001,47,Magdalena,Santa Marta
47030,47,Magdalena,Algarrobo
47053,47,Magdalena,Aracataca
47058,47,Magdalena,Ariguaní
47161,47,Magdalena,Cerro San Antonio
47170,47,Magdalena,Chivolo
47189,47,Magdalena,Ciénaga
47205,47,Magdalena,Concordia
47245,47,Magdalena,El Banco
47258,47,Magdalena,El Piñon
47268,47,Magdalena,El Retén
47288,47,Magdalena,Fundación
47318,47,Magdalena,Guamal
47460,47,Magdalena,Nueva Granada
47541,47,Magdalena,Pedraza
47545,47,Magdalena,Pijiño del Carmen
47551,47,Magdalena,Pivijay
47555,47,Magdalena,Plato
47570,47,Magdalena,Puebloviejo
47605,47,Magdalena,Remolino
47660,47,Magdalena,Sabanas de San Angel
47675,47,Magdalena,Salamina
47692,47,Magdalena,San Sebastián de Buenavista
47703,47,Magdalena,San Zenón
47707,47,Magdalena,Santa Ana
47720,47,Magdalena,Santa Bárbara de Pinto
47745,47,Magdalena,Sitionuevo
47798,47,Magdalena,Tenerife
47960,47,Magdalena,Zapayán
47980,47,Magdalena,Zona Bananera
50001,50,Meta,Villavicencio
50006,50,Meta,Acacías
50110,50,Meta,Barranca de Upía
50124,50,Meta,Cabuyaro
50150,50,Meta,Castilla la Nueva
50223,50,Meta,Cubarral
50226,50,Meta,Cumaral
50245,50,Meta,El Calvario
50251,50,Meta,El Castillo
50270,50,Meta,El Dorado
50287,50,Meta,Fuente de Oro
50313,50,Meta,Granada
50318,50,Meta,Guamal
50325,50,Meta,Mapiripán
50330,50,Meta,Mesetas
50350,50,Meta,La Macarena
50370,50,Meta,Uribe
50400,50,Meta,Lejanías
50450,50,Meta,Puerto Concordia
50568,50,Meta,Puerto Gaitán
50573,50,Meta,Puerto López
50577,50,Meta,Puerto Lleras
50590,50,Meta,Puerto Rico
50606,50,Meta,Restrepo
50680,50,Meta,San Carlos de Guaroa
50683,50,Meta,San Juan de Arama
50686,50,Meta,San Juanito
50689,50,Meta,San Martín
50711,50,Meta,Vistahermosa
52001,52,Nariño,Pasto
52019,52,Nariño,Albán
52022,52,Nariño,Aldana
52036,52,Nariño,Ancuyá
52051,52,Nariño,Arboleda
52079,52,Nariño,Barbacoas
52083,52,Nariño,Belén
52110,52,Nariño,Buesaco
52203,52,Nariño,Colón
52207,52,Nariño,Consaca
52210,52,Nariño,Contadero
52215,52,Nariño,Córdoba
52224,52,Nariño,Cuaspud
52227,52,Nariño,Cumbal
52233,52,Nariño,Cumbitara
52240,52,Nariño,Chachagüí
52250,52,Nariño,El Charco
52254,52,Nariño,El Peñol
52256,52,Nariño,El Rosario
52258,52,Nariño,El Tablón de Gómez
52260,52,Nariño,El Tambo
52287,52,Nariño,Funes
52317,52,Nariño,Guachucal
52320,52,Nariño,Guaitarilla
52323,52,Nariño,Gualmatán
52352,52,Nariño,Iles
52354,52,Nariño,Imués
52356,52,Nariño,Ipiales
52378,52,Nariño,La Cruz
52381,52,Nariño,La Florida
52385,52,Nariño,La Llanada
52390,52,Nariño,La Tola
52399,52,Nariño,La Unión
52405,52,Nariño,Leiva
52411,52,Nariño,Linares
52418,52,Nariño,Los Andes
52427,52,Nariño,Magüi
52435,52,Nariño,Mallama
52473,52,Nariño,Mosquera
52480,52,Nariño,Nariño
52490,52,Nariño,Olaya Herrera
52506,52,Nariño,Ospina
52520,52,Nariño,Francisco Pizarro
52540,52,Nariño,Policarpa
52560,52,Nariño,Potosí
52565,52,Nariño,Providencia
52573,52,Nariño,Puerres
52585,52,Nariño,Pupiales
52612,52,Nariño,Ricaurte
52621,52,Nariño,Roberto Payán
52678,52,Nariño,Samaniego
52683,52,Nariño,Sandoná
52685,52,Nariño,San Bernardo
52687,52,Nariño,San Lorenzo
52693,52,Nariño,San Pablo
52694,52,Nariño,San Pedro de Cartago
52696,52,Nariño,Santa Bárbara
52699,52,Nariño,Santacruz
52720,52,Nariño,Sapuyes
52786,52,Nariño,Taminango
52788,52,Nariño,Tangua
52835,52,Nariño,San Andrés de Tumaco
52838,52,Nariño,Túquerres
52885,52,Nariño,Yacuanquer
54001,54,Norte de Santander,Cúcuta
54003,54,Norte de Santander,Abrego
54051,54,Norte de Santander,Arboledas
54099,54,Norte de Santander,Bochalema
54109,54,Norte de Santander,Bucarasica
54125,54,Norte de Santander,Cácota
54128,54,Norte de Santander,Cachirá
54172,54,Norte de Santander,Chinácota
54174,54,Norte de Santander,Chitagá
54206,54,Norte de Santander,Convención
54223,54,Norte de Santander,Cucutilla
54239,54,Norte de Santander,Durania
54245,54,Norte de Santander,El Carmen
54250,54,Norte de Santander,El Tarra
54261,54,Norte de Santander,El Zulia
54313,54,Norte de Santander,Gramalote
54344,54,Norte de Santander,Hacarí
54347,54,Norte de Santander,Herrán
54377,54,Norte de Santander,Labateca
54385,54,Norte de Santander,La Esperanza
54398,54,Norte de Santander,La Playa
54405,54,Norte de Santander,Los Patios
54418,54,Norte de Santander,Lourdes
54480,54,Norte de Santander,Mutiscua
54498,54,Norte de Santander,Ocaña
54518,54,Norte de Santander,Pamplona
54520,54,Norte de Santander,Pamplonita
54553,54,Norte de Santander,Puerto Santander
54599,54,Norte de Santander,Ragonvalia
54660,54,Norte de Santander,Salazar
