cod,mpio_name,ADO|EU/LWAL+DNO/H:1,ADO|EU/LWAL+DNO/H:2,CR+PC/LWAL+DUL/H:1,CR+PC/LWAL+DUL/H:2,CR/LFINF+DUL/H:3,CR/LFINF+DUL/H:4,CR/LFINF+DUL/H:5,"CR/LFINF+DUL/H:6,10",CR/LWAL+DUL/H:1,CR/LWAL+DUL/H:2,MATO/LN,MCF/LWAL+DUL/H:1,MCF/LWAL+DUL/H:2,MCF/LWAL+DUL/H:3,MR/LWAL+DUL/H:2,MR/LWAL+DUL/H:3,MUR+ST/LWAL+DNO/H:1,MUR+ST/LWAL+DNO/H:2,MUR/LWAL+DNO/H:1,MUR/LWAL+DNO/H:2,MUR/LWAL+DNO/H:3,UNK,W+WO/LN+DNO/H:1,W+WO/LN+DNO/H:2,CR/LWAL+DUL/H:3,CR/LWAL+DUL/H:4,CR/LWAL+DUL/H:5,MR/LWAL+DUL/H:4,MR/LWAL+DUL/H:5,MR/LWAL+DUL/H:6,CR/LFINF+DUH/H:3,CR/LFINF+DUH/H:4,CR/LFINF+DUH/H:5,"CR/LFINF+DUH/H:6,10",CR/LWAL+DUH/H:1,CR/LWAL+DUH/H:2,CR/LWAL+DUH/H:3,CR/LWAL+DUH/H:4,CR/LWAL+DUH/H:5,MCF/LWAL+DUH/H:1,MCF/LWAL+DUH/H:2,MCF/LWAL+DUH/H:3,MR/LWAL+DUH/H:2,MR/LWAL+DUH/H:3,MR/LWAL+DUH/H:4,MR/LWAL+DUH/H:5,MR/LWAL+DUH/H:6,CR/LFINF+DUM/H:3,CR/LFINF+DUM/H:4,CR/LFINF+DUM/H:5,"CR/LFINF+DUM/H:6,10",CR/LWAL+DUM/H:1,CR/LWAL+DUM/H:2,CR/LWAL+DUM/H:3,CR/LWAL+DUM/H:4,CR/LWAL+DUM/H:5,"CR/LWAL+DUM/H:6,10",MCF/LWAL+DUM/H:1,MCF/LWAL+DUM/H:2,MCF/LWAL+DUM/H:3,MR/LWAL+DUM/H:2,MR/LWAL+DUM/H:3,MR/LWAL+DUM/H:4,MR/LWAL+DUM/H:5,MR/LWAL+DUM/H:6,"CR/LWAL+DUH/H:6,10","CR/LWAL+DUL/H:6,10"
15646,Samaca,17,5,10,4,0,0,0,0,2,1,0,71,31,0,0,0,31,15,883,376,0,132,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15660,San Eduardo,12,4,0,0,0,0,0,0,1,1,0,11,5,0,0,0,8,3,139,57,0,62,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15664,San Jose de Pare,1,0,2,1,0,0,0,0,0,0,1,10,4,0,0,0,6,3,144,61,0,32,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15667,San Luis de Gaceno,8,3,8,3,0,0,0,0,3,1,1,33,14,0,0,0,22,8,417,171,0,157,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15673,San Mateo,43,14,0,0,0,0,0,0,0,0,0,13,5,0,0,0,9,3,181,75,0,142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15676,San Miguel de Sema,7,3,0,0,0,0,0,0,0,0,0,4,2,0,0,0,3,1,56,23,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15681,San Pablo de Borbur,0,0,5,2,0,0,0,0,0,0,0,3,2,0,0,0,3,1,55,23,0,20,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15686,Santana,5,2,6,2,0,0,0,0,2,1,5,35,15,0,0,0,19,9,452,191,0,115,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15690,Santa Maria,2,1,3,1,0,0,0,0,0,0,2,23,10,0,0,0,16,7,346,145,0,86,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15693,Santa Rosa de Viterbo,42,16,1,1,0,0,0,0,5,3,1,115,49,0,0,0,48,22,1307,554,0,182,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15696,Santa Sofia,14,5,1,0,0,0,0,0,1,0,0,10,4,0,0,0,6,2,118,46,0,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15720,Sativanorte,50,19,0,0,0,0,0,0,0,0,0,6,3,0,0,0,5,2,96,40,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15723,Sativasur,14,5,1,0,0,0,0,0,0,0,0,2,1,0,0,0,2,1,34,14,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15740,Siachoque,15,5,0,0,0,0,0,0,0,0,0,10,4,0,0,0,7,3,139,57,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15753,Soata,80,30,3,1,0,0,0,0,11,6,0,82,34,0,0,0,28,13,739,314,0,203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15755,Socota,60,17,1,1,0,0,0,0,0,0,0,11,5,0,0,0,8,3,163,68,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15757,Socha,61,21,3,1,0,0,0,0,1,0,2,47,20,0,0,0,22,10,594,252,0,111,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15759,Sogamoso,97,34,50,20,0,2035,2035,0,0,0,7,908,726,182,0,0,33,10,6104,4841,1210,1884,17,1,0,0,0,0,0,0,0,509,509,0,42,34,8,126,126,1733,1387,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15761,Somondoco,15,6,2,1,0,0,0,0,0,0,0,8,4,0,0,0,4,2,103,44,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15762,Sora,12,4,2,1,0,0,0,0,0,0,0,5,2,0,0,0,3,1,59,25,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15763,Sotaquira,26,8,1,0,0,0,0,0,0,0,0,12,5,0,0,0,8,4,169,70,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15764,Soraca,2,1,1,0,0,0,0,0,14,7,1,44,18,0,0,0,8,3,148,60,0,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15774,Susacon,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,18,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15776,Sutamarchan,4,1,1,0,0,0,0,0,1,0,0,22,9,0,0,0,9,5,267,114,0,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15778,Sutatenza,13,3,1,1,0,0,0,0,0,0,0,9,4,0,0,0,6,2,115,46,0,59,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15790,Tasco,39,12,0,0,0,0,0,0,0,0,1,19,8,0,0,0,12,5,264,110,0,114,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15798,Tenza,34,12,1,1,0,0,0,0,0,0,0,13,5,0,0,0,8,3,171,70,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15804,Tibana,35,9,0,0,0,0,0,0,0,0,0,18,8,0,0,0,13,4,256,103,0,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15806,Tibasosa,24,8,4,2,0,0,0,0,5,2,7,62,26,0,0,0,23,11,651,277,0,180,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15808,Tinjaca,1,0,24,11,0,0,0,0,0,0,0,9,4,0,0,0,4,2,110,47,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15810,Tipacoque,8,2,0,0,0,0,0,0,1,0,0,7,3,0,0,0,5,2,100,41,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15814,Toca,28,8,1,1,0,0,0,0,1,0,1,27,12,0,0,0,16,6,369,152,0,82,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15816,Togui,2,1,0,0,0,0,0,0,0,0,0,7,3,0,0,0,3,1,79,33,0,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15820,Topaga,49,19,4,2,0,0,0,0,0,0,0,13,5,0,0,0,7,3,168,71,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15822,Tota,26,8,0,0,0,0,0,0,0,0,0,7,3,0,0,0,5,2,109,45,0,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15832,Tunungua,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,1,38,16,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15835,Turmeque,59,18,9,4,0,0,0,0,0,0,0,19,8,0,0,0,17,5,283,110,0,123,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15837,Tuta,14,4,1,0,0,0,0,0,0,0,0,24,10,0,0,0,14,6,334,140,0,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15839,Tutaza,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15842,Umbita,11,2,1,1,0,0,0,0,1,0,0,14,6,0,0,0,9,3,173,70,0,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15861,Ventaquemada,8,2,3,1,0,0,0,0,1,1,0,35,15,0,0,0,18,8,437,182,0,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15879,Viracacha,24,8,0,0,0,0,0,0,0,0,0,6,3,0,0,0,3,1,68,28,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15897,Zetaquira,36,12,2,1,0,0,0,0,1,1,1,12,5,0,0,0,8,3,152,62,0,80,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17001,Manizales,2266,281,617,233,0,3610,3610,3095,0,0,400,3107,2505,602,0,0,541,49,14699,10342,2586,3990,933,40,0,0,0,0,0,0,0,677,677,580,388,291,97,1359,1359,3922,3137,784,81,81,226,226,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165,0
17013,Aguadas,407,83,28,11,0,0,0,0,9,4,3,111,47,0,0,0,60,21,1247,504,0,286,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17042,Anserma,683,130,14,5,0,0,0,0,52,26,24,279,116,0,0,0,83,33,1978,819,0,397,43,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17050,Aranzazu,370,47,11,4,0,0,0,0,12,6,5,58,24,0,0,0,29,6,420,151,0,111,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17088,Belalcazar,184,38,42,17,0,0,0,0,3,1,11,28,12,0,0,0,19,7,340,136,0,77,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17174,Chinchina,84,20,14,6,0,126,126,0,0,0,61,506,405,101,0,0,28,7,2323,1815,454,456,124,2,0,0,0,0,0,0,0,31,31,0,186,148,37,557,557,650,520,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17272,Filadelfia,177,35,7,2,0,0,0,0,2,1,8,31,13,0,0,0,24,7,393,152,0,71,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17380,La Dorada,42,10,34,12,350,233,117,0,0,0,78,466,182,18,0,0,115,50,8134,3127,333,2998,846,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,58,29,0,27,11,57,38,19,0,2154,834,89,0,0,0,0,0,0,0
17388,La Merced,8,2,2,0,0,0,0,0,1,0,1,7,3,0,0,0,4,1,79,33,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17433,Manzanares,7,0,4,1,0,0,0,0,22,11,2,106,44,0,0,0,61,14,848,307,0,239,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17442,Marmato,168,69,13,5,0,0,0,0,2,1,2,34,14,0,0,0,16,8,395,169,0,99,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17444,Marquetalia,1,1,1,0,0,0,0,0,5,2,1,33,14,0,0,0,15,7,314,131,0,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17446,Marulanda,80,2,3,1,0,0,0,0,3,2,1,14,6,0,0,0,13,2,118,34,0,156,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17486,Neira,606,97,18,8,0,0,0,0,13,6,45,127,53,0,0,0,61,19,1167,461,0,393,76,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17495,Norcasia,0,0,1,0,0,0,0,0,2,1,2,46,19,0,0,0,31,14,651,274,0,201,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17513,Pacora,508,74,14,4,0,0,0,0,17,9,2,105,44,0,0,0,53,16,941,369,0,256,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17524,Palestina,61,17,3,1,0,0,0,0,4,2,53,90,38,0,0,0,54,22,1155,478,0,389,57,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17541,Pensilvania,15,2,82,23,0,0,0,0,57,29,1,188,76,0,0,0,74,12,803,258,0,431,640,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17614,Riosucio,367,99,33,13,36,15,9,0,46,11,34,471,210,0,0,0,23,4,2111,879,0,436,65,5,34,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17616,Risaralda,220,38,21,6,0,0,0,0,11,5,9,61,25,0,0,0,33,10,534,206,0,70,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17653,Salamina,967,132,85,33,0,0,0,0,14,7,20,83,35,0,0,0,59,11,768,267,0,425,55,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17662,Samana,14,0,6,2,0,0,0,0,9,4,3,88,37,0,0,0,59,20,1029,409,0,268,138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17665,San Jose,64,10,5,2,0,0,0,0,2,1,4,15,6,0,0,0,9,3,167,67,0,119,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17777,Supia,130,55,3,1,0,0,0,0,5,3,5,137,58,0,0,0,65,31,1704,727,0,229,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17867,Victoria,0,0,0,0,0,0,0,0,3,1,6,63,27,0,0,0,41,20,880,375,0,262,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17873,Villamaria,129,23,47,17,0,821,821,0,0,0,81,477,382,95,0,0,50,7,2726,2064,516,740,156,4,0,0,0,0,0,0,0,205,205,0,109,87,22,326,326,740,592,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17877,Viterbo,123,39,3,1,0,0,0,0,26,13,4,172,72,0,0,0,57,26,1477,626,0,221,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18001,Florencia,42,8,74,30,0,1163,1163,0,0,0,145,1402,1122,280,0,0,320,113,10564,8149,2037,6622,3752,54,0,0,0,0,0,0,0,291,291,0,76,61,15,229,229,2920,2336,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18029,Albania,1,1,2,1,0,0,0,0,0,0,0,22,10,0,0,0,23,10,399,166,0,225,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18094,Belen de Los Andaquies,5,1,1,1,0,0,0,0,1,1,11,44,19,0,0,0,42,15,684,274,0,137,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18150,Cartagena del Chaira,4,0,51,21,0,0,0,0,5,2,43,96,41,0,0,0,83,31,1404,565,0,840,1255,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18205,Curillo,0,0,7,3,0,0,0,0,3,2,3,47,20,0,0,0,34,15,633,263,0,368,403,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18247,El Doncello,4,0,3,1,0,0,0,0,7,4,12,144,61,0,0,0,126,52,2196,903,0,496,403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18256,El Paujil,1,0,2,1,0,0,0,0,2,1,46,74,31,0,0,0,59,26,1133,472,0,254,220,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18410,La Montanita,1,0,26,11,0,0,0,0,2,1,16,41,17,0,0,0,32,14,588,244,0,332,275,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18460,Milan,6,1,1,1,0,0,0,0,1,1,1,20,9,0,0,0,18,7,306,126,0,414,183,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18479,Morelia,1,0,0,0,0,0,0,0,0,0,2,14,6,0,0,0,12,5,218,91,0,47,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18592,Puerto Rico,3,1,5,2,0,0,0,0,1,1,17,123,53,0,0,0,120,49,2078,852,0,685,321,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18610,San Jose del Fragua,1,0,3,1,0,0,0,0,1,0,2,61,26,0,0,0,57,22,1004,409,0,518,458,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18753,San Vicente del Caguan,10,4,16,7,66,27,16,0,5,1,27,357,154,0,0,0,53,16,2221,916,0,1166,1606,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18756,Solano,1,0,6,2,0,0,0,0,3,2,5,30,13,0,0,0,18,9,364,154,0,235,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18785,Solita,1,0,44,19,0,0,0,0,1,0,1,17,7,0,0,0,15,6,271,112,0,328,452,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18860,Valparaiso,0,0,5,2,0,0,0,0,0,0,1,23,10,0,0,0,22,10,395,166,0,236,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19001,Popayan,284,97,535,221,0,1576,1576,1351,0,0,300,3342,2677,665,0,0,364,147,15434,12123,3031,10993,3233,94,0,0,0,0,0,0,0,296,296,253,60,45,15,211,211,4634,3707,927,41,41,99,99,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0
19022,Almaguer,316,74,11,2,0,0,0,0,0,0,1,11,5,0,0,0,13,3,174,65,0,336,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19050,Argelia,27,5,4,2,0,0,0,0,1,0,12,34,15,0,0,0,32,13,559,229,0,54,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
